index,antecedents,consequents,support,confidence,lift
9307,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Lack of Attention', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_No ,we adjusted easily'})",frozenset({'Features_Not having proper environment'}),0.058823529411764705,1.0,1.5813953488372094
10918,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
5268,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Primary or Middle School (till 5th grade)', 'Features_No ,we adjusted easily'})",frozenset({'Features_Not having proper environment'}),0.07352941176470588,1.0,1.5813953488372094
11280,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
1705,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
6503,"frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_4'})",frozenset({'Features_Not having proper environment'}),0.058823529411764705,1.0,1.5813953488372094
9279,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Not having proper environment'})","frozenset({'Features_No ,we adjusted easily'})",0.058823529411764705,1.0,1.2363636363636363
9276,"frozenset({'Features_Not having proper environment', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_No ,we adjusted easily'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.058823529411764705,1.0,2.2666666666666666
6534,"frozenset({'Features_Not having proper environment', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_4'})","frozenset({'Features_No ,we adjusted easily'})",0.07352941176470588,1.0,1.2363636363636363
1809,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Communication gap with peers', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.058823529411764705,1.0,1.5813953488372094
10921,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
9214,"frozenset({'Features_Hybrid classes should be conducted only during emergencies', 'Features_High School (till 12 th grade)', 'Features_Not having proper environment'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_No ,we adjusted easily'})",0.04411764705882353,1.0,2.833333333333333
10509,"frozenset({'Features_Not having proper environment', 'Features_No ,we adjusted easily', 'Features_Lack of Attention', 'Features_High School (till 12 th grade)', 'Features_Communication gap with peers'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.058823529411764705,1.0,2.193548387096774
9227,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_High School (till 12 th grade)', 'Features_No ,we adjusted easily', 'Features_Not having proper environment'})",frozenset({'Features_Lack of Attention'}),0.07352941176470588,1.0,1.7894736842105263
1823,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_3'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
9228,"frozenset({'Features_Lack of Attention', 'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_High School (till 12 th grade)', 'Features_Not having proper environment'})","frozenset({'Features_No ,we adjusted easily'})",0.07352941176470588,1.0,1.2363636363636363
9234,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_High School (till 12 th grade)', 'Features_Not having proper environment'})","frozenset({'Features_Lack of Attention', 'Features_No ,we adjusted easily'})",0.07352941176470588,1.0,2.344827586206897
10508,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Not having proper environment', 'Features_Lack of Attention', 'Features_High School (till 12 th grade)', 'Features_Communication gap with peers'})","frozenset({'Features_No ,we adjusted easily'})",0.058823529411764705,1.0,1.2363636363636363
11277,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
9252,"frozenset({'Features_Lack of Attention', 'Features_Not having proper environment', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_No ,we adjusted easily'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.07352941176470588,1.0,2.2666666666666666
9254,"frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_No ,we adjusted easily'})",frozenset({'Features_Not having proper environment'}),0.07352941176470588,1.0,1.5813953488372094
9255,"frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Not having proper environment'})","frozenset({'Features_No ,we adjusted easily'})",0.07352941176470588,1.0,1.2363636363636363
1785,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Lack of Attention', 'Features_3'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
11275,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Lack of Attention', 'Features_Communication gap with peers'})",frozenset({'Features_Primary or Middle School (till 5th grade)'}),0.04411764705882353,1.0,3.238095238095238
11276,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
9263,"frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})","frozenset({'Features_Not having proper environment', 'Features_No ,we adjusted easily'})",0.07352941176470588,1.0,1.942857142857143
1698,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_3'})","frozenset({'Features_No ,we adjusted easily'})",0.04411764705882353,1.0,1.2363636363636363
9348,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Not having proper environment', 'Features_Primary or Middle School (till 5th grade)', 'Features_No ,we adjusted easily'})",frozenset({'Features_Lack of Attention'}),0.058823529411764705,1.0,1.7894736842105263
9349,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_No ,we adjusted easily'})",frozenset({'Features_Not having proper environment'}),0.058823529411764705,1.0,1.5813953488372094
1551,"frozenset({'Features_Lack of Attention', 'Features_2', 'Features_Communication gap with peers'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
1569,"frozenset({'Features_2', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Lack of Attention'})",0.04411764705882353,1.0,2.9565217391304346
1566,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2'})","frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be conducted only during emergencies'})",0.04411764705882353,1.0,3.7777777777777777
1565,"frozenset({'Features_Lack of Attention', 'Features_2', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
5335,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Primary or Middle School (till 5th grade)', 'Features_Not having proper environment'})",frozenset({'Features_Lack of Attention'}),0.07352941176470588,1.0,1.7894736842105263
1563,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2', 'Features_Lack of Attention'})",frozenset({'Features_Hybrid classes should be conducted only during emergencies'}),0.04411764705882353,1.0,2.6153846153846154
1562,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2', 'Features_Hybrid classes should be conducted only during emergencies'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
1552,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2'})","frozenset({'Features_Lack of Attention', 'Features_Communication gap with peers'})",0.04411764705882353,1.0,2.833333333333333
1549,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2', 'Features_Lack of Attention'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
1685,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_College or University', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.058823529411764705,1.0,1.5813953488372094
1548,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2', 'Features_Communication gap with peers'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
1541,"frozenset({'Features_2', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Communication gap with peers'})",0.04411764705882353,1.0,3.238095238095238
1538,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2'})","frozenset({'Features_Hybrid classes should be conducted only during emergencies', 'Features_Communication gap with peers'})",0.04411764705882353,1.0,3.5789473684210527
1537,"frozenset({'Features_2', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Communication gap with peers'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
1535,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2', 'Features_Communication gap with peers'})",frozenset({'Features_Hybrid classes should be conducted only during emergencies'}),0.04411764705882353,1.0,2.6153846153846154
1534,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_2', 'Features_Hybrid classes should be conducted only during emergencies'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
11298,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Lack of Attention'})",0.04411764705882353,1.0,2.9565217391304346
11290,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Communication gap with peers', 'Features_Not having proper environment'})",0.04411764705882353,1.0,2.833333333333333
11289,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})","frozenset({'Features_Lack of Attention', 'Features_Not having proper environment'})",0.04411764705882353,1.0,2.5185185185185186
5332,"frozenset({'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Yes ,it had a considerable impact'})",frozenset({'Features_Not having proper environment'}),0.07352941176470588,1.0,1.5813953488372094
6470,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Lack of Attention', 'Features_4', 'Features_No ,we adjusted easily'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.058823529411764705,1.0,2.2666666666666666
9355,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Primary or Middle School (till 5th grade)', 'Features_No ,we adjusted easily'})","frozenset({'Features_Lack of Attention', 'Features_Not having proper environment'})",0.058823529411764705,1.0,2.5185185185185186
6500,"frozenset({'Features_Lack of Attention', 'Features_Not having proper environment', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.058823529411764705,1.0,2.2666666666666666
9376,"frozenset({'Features_Lack of Attention', 'Features_Not having proper environment', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_No ,we adjusted easily'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.07352941176470588,1.0,2.193548387096774
11283,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Communication gap with peers', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)'})",0.04411764705882353,1.0,4.25
1660,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_3'})",frozenset({'Features_College or University'}),0.04411764705882353,1.0,2.833333333333333
9397,"frozenset({'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_No ,we adjusted easily'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.07352941176470588,1.0,2.193548387096774
1634,"frozenset({'Features_College or University', 'Features_Yes ,it had a considerable impact', 'Features_3'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
11285,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Lack of Attention', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers'})",0.04411764705882353,1.0,5.230769230769231
6481,"frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_No ,we adjusted easily'})",0.058823529411764705,1.0,2.5185185185185186
9425,"frozenset({'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Not having proper environment'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.07352941176470588,1.0,2.193548387096774
11286,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Lack of Attention', 'Features_Communication gap with peers'})",0.04411764705882353,1.0,2.833333333333333
5321,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment'})",frozenset({'Features_Lack of Attention'}),0.07352941176470588,1.0,1.7894736842105263
6474,"frozenset({'Features_Lack of Attention', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_4'})","frozenset({'Features_No ,we adjusted easily'})",0.058823529411764705,1.0,1.2363636363636363
1591,"frozenset({'Features_Lack of Attention', 'Features_College or University', 'Features_3'})",frozenset({'Features_Communication gap with peers'}),0.04411764705882353,1.0,1.7435897435897436
9451,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
6532,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_4', 'Features_No ,we adjusted easily'})",frozenset({'Features_Not having proper environment'}),0.07352941176470588,1.0,1.5813953488372094
9207,"frozenset({'Features_Not having proper environment', 'Features_High School (till 12 th grade)', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_No ,we adjusted easily'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
5027,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Yes ,it had a considerable impact'})","frozenset({'Features_Lack of Attention', 'Features_Not having proper environment'})",0.04411764705882353,1.0,2.5185185185185186
8967,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers', 'Features_Lack of Attention'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.058823529411764705,1.0,2.193548387096774
11213,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Lack of Attention', 'Features_Hybrid classes should be conducted only during emergencies'})",frozenset({'Features_Primary or Middle School (till 5th grade)'}),0.04411764705882353,1.0,3.238095238095238
11214,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
11215,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Yes ,it had a considerable impact', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
11217,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_Hybrid classes should be conducted only during emergencies'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
11220,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment'})","frozenset({'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)'})",0.04411764705882353,1.0,4.25
8964,"frozenset({'Features_Lack of Attention', 'Features_Yes ,it had a considerable impact', 'Features_Primary or Middle School (till 5th grade)', 'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",frozenset({'Features_Communication gap with peers'}),0.058823529411764705,1.0,1.7435897435897436
8966,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers', 'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",frozenset({'Features_Lack of Attention'}),0.058823529411764705,1.0,1.7894736842105263
2136,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Not having proper environment', 'Features_3'})","frozenset({'Features_No ,we adjusted easily'})",0.10294117647058823,1.0,1.2363636363636363
2203,"frozenset({'Features_Lack of Attention', 'Features_Yes ,it had a considerable impact', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
2126,"frozenset({'Features_Hybrid classes should be conducted only during emergencies', 'Features_Not having proper environment', 'Features_3'})","frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )'})",0.04411764705882353,1.0,2.193548387096774
2124,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
2113,"frozenset({'Features_Online classes ( Through video conferencing  or recorded lectures, and online exams )', 'Features_Not having proper environment', 'Features_3'})",frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching'}),0.04411764705882353,1.0,3.090909090909091
2111,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_Online classes ( Through video conferencing  or recorded lectures, and online exams )', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
2097,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular teaching', 'Features_No ,we adjusted easily', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.07352941176470588,1.0,1.5813953488372094
9012,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Primary or Middle School (till 5th grade)', 'Features_Communication gap with peers', 'Features_Yes ,it had a considerable impact'})",frozenset({'Features_Not having proper environment'}),0.058823529411764705,1.0,1.5813953488372094
5115,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Not having proper environment'})",frozenset({'Features_Lack of Attention'}),0.058823529411764705,1.0,1.7894736842105263
2192,"frozenset({'Features_Lack of Attention', 'Features_Primary or Middle School (till 5th grade)', 'Features_3'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
2205,"frozenset({'Features_Yes ,it had a considerable impact', 'Features_Not having proper environment', 'Features_3'})",frozenset({'Features_Lack of Attention'}),0.04411764705882353,1.0,1.7894736842105263
9206,"frozenset({'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_High School (till 12 th grade)', 'Features_Hybrid classes should be conducted only during emergencies', 'Features_Not having proper environment'})","frozenset({'Features_No ,we adjusted easily'})",0.04411764705882353,1.0,1.2363636363636363
2264,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})",frozenset({'Features_Not having proper environment'}),0.04411764705882353,1.0,1.5813953488372094
8874,"frozenset({'Features_Lack of Attention', 'Features_Offline learning ( Without any of video conferencing , recorded lectures, and online exams )', 'Features_Primary or Middle School (till 5th grade)', 'Features_Not having proper environment'})",frozenset({'Features_Communication gap with peers'}),0.10294117647058823,1.0,1.7435897435897436
2295,"frozenset({'Features_Lack of Attention', 'Features_College or University', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.04411764705882353,1.0,2.2666666666666666
